stop_id,stop_name,stop_lat,stop_lon
417,parada417,-7.116197991628916,-34.845589169608743
418,parada418,-7.115550259690558,-34.843223035364169
419,parada419,-7.115455547421668,-34.842558671140146
420,parada420,-7.113317895285225,-34.843031380711892
421,parada421,-7.114547732463096,-34.843280645916643
422,parada422,-7.175211779715672,-34.899509385470878
423,parada423,-7.114559003015423,-34.846811456002207
424,parada424,-7.113123160160611,-34.847617562335358
425,parada425,-7.112959286301531,-34.847513350390727
426,parada426,-7.111120324866826,-34.847531644424429
427,parada427,-7.110975210978046,-34.847621157685957
428,parada428,-7.111193027852605,-34.849455582559003
429,parada429,-7.111673402786612,-34.849536694985602
430,parada430,-7.113483630713651,-34.849791537355493
431,parada431,-7.113538143850770,-34.850360428934010
432,parada432,-7.113589187659433,-34.854332331033291
433,parada433,-7.113576395834726,-34.852967771080593
434,parada434,-7.113499790761881,-34.852539113922873
435,parada435,-7.112063010969234,-34.853296736795329
436,parada436,-7.111468696252839,-34.855519040205273
437,parada437,-7.109864803601747,-34.854393725426199
438,parada438,-7.107032249870548,-34.855083836856103
439,parada439,-7.104425200035376,-34.855572697478443
440,parada440,-7.102817689663573,-34.855562658318640
441,parada441,-7.104241381080731,-34.855776715813370
442,parada442,-7.102517336958079,-34.856193679368268
443,parada443,-7.100588534387644,-34.856667294854638
444,parada444,-7.102148266618792,-34.857808869011819
445,parada445,-7.104985614513253,-34.857537816885369
446,parada446,-7.105170399312821,-34.857058071892602
447,parada447,-7.106272712789496,-34.858074305118457
448,parada448,-7.106746389124997,-34.857425005862169
449,parada449,-7.108605173246279,-34.856217099315558
450,parada450,-7.118824860678900,-34.861026184600902
451,parada451,-7.118297185220557,-34.859023237878382
452,parada452,-7.116598553085510,-34.861049516629329
453,parada453,-7.116249620936712,-34.859045512428310
454,parada454,-7.113988507287062,-34.861094899573636
455,parada455,-7.114133256798862,-34.859072207761933
456,parada456,-7.113525400897357,-34.859998133114708
457,parada457,-7.112365177546425,-34.859762297493319
458,parada458,-7.112348834995846,-34.859865473339809
459,parada459,-7.113982106785412,-34.861966061467612
460,parada460,-7.114016826380880,-34.861855973516612
461,parada461,-7.115232773180202,-34.863018869837241
462,parada462,-7.115835201753128,-34.863555356355043
463,parada463,-7.115953674510627,-34.863848035946489
464,parada464,-7.118215735311410,-34.866069695729578
465,parada465,-7.110534642358472,-34.858399407589111
466,parada466,-7.110330135421949,-34.858350679906060
467,parada467,-7.109150598646545,-34.858814641452447
468,parada468,-7.108625007878276,-34.858868341457857
469,parada469,-7.106988316047252,-34.859139436476312
470,parada470,-7.107075493661870,-34.859011788106848
471,parada471,-7.107154563813424,-34.859827726503418
472,parada472,-7.107085517380392,-34.859975761086780
473,parada473,-7.107267915184366,-34.861730673350081
474,parada474,-7.107410192916631,-34.862042571562867
475,parada475,-7.106150349250373,-34.862658398426113
476,parada476,-7.106122300534672,-34.862564242877383
477,parada477,-7.104195737735424,-34.862778003876187
478,parada478,-7.103955922395611,-34.862926712764377
479,parada479,-7.100906188323500,-34.861363817364079
480,parada480,-7.100054766811524,-34.861953802258682
481,parada481,-7.099561758367773,-34.862386695036811
482,parada482,-7.097426101613564,-34.863865705854828
483,parada483,-7.097433382761341,-34.864000953637763
484,parada484,-7.114794759444551,-34.864617793881102
485,parada485,-7.113406443878967,-34.865419953402771
486,parada486,-7.112215299197041,-34.864488688176380
487,parada487,-7.112254233183938,-34.864369806107398
488,parada488,-7.110054219279591,-34.866344124368162
489,parada489,-7.110256793442455,-34.866259272914938
490,parada490,-7.108580608897230,-34.868039177217653
491,parada491,-7.108297204681581,-34.868216827638832
492,parada492,-7.105921520113995,-34.867746510574982
493,parada493,-7.116166871030679,-34.872416367608317
494,parada494,-7.114954872998283,-34.875461295610357
495,parada495,-7.113798678414267,-34.877470921666699
496,parada496,-7.110507590786480,-34.879917008602717
497,parada497,-7.110212652432506,-34.882130486952022
498,parada498,-7.110178821527964,-34.882429522333197
499,parada499,-7.109400858138426,-34.882277931812752
500,parada500,-7.109343798283153,-34.882156808781637
501,parada501,-7.108405979969488,-34.880340588494690
502,parada502,-7.107507699409553,-34.879507254403102
503,parada503,-7.107641407742944,-34.878830784403839
504,parada504,-7.108699016307427,-34.879392569218780
505,parada505,-7.108443051485622,-34.878114055235493
506,parada506,-7.108954518976105,-34.877892586685093
507,parada507,-7.108651012899410,-34.876924308921758
508,parada508,-7.108670022219520,-34.876706615464563
509,parada509,-7.109042820671781,-34.875498074232823
510,parada510,-7.109041365933455,-34.875430533604742
511,parada511,-7.111618621578614,-34.886001994871897
512,parada512,-7.111142986977104,-34.883788658604793
513,parada513,-7.145801330765571,-34.809527880090222
514,parada514,-7.145776346958399,-34.810719401891717
515,parada515,-7.143914348242451,-34.812745009862113
516,parada516,-7.143930163872332,-34.814288552206477
517,parada517,-7.142208795484516,-34.814631442293113
518,parada518,-7.142294816488900,-34.815872419123657
519,parada519,-7.141114078640007,-34.815611490038727
520,parada520,-7.140402859664614,-34.817618124352968
521,parada521,-7.139466250640323,-34.818541304431200
522,parada522,-7.138286562850542,-34.818014528275079
523,parada523,-7.094023854818410,-34.834480715048663
524,parada524,-7.096268289329670,-34.834504539307503
525,parada525,-7.098213601346322,-34.835499229501288
526,parada526,-7.098678048128526,-34.832751668514803
527,parada527,-7.097908644253169,-34.838134784071762
528,parada528,-7.098672312869278,-34.839298488558391
529,parada529,-7.101498334774583,-34.838065823685852
530,parada530,-7.101299866101350,-34.836710728256143
531,parada531,-7.101751823405078,-34.833223440572922
532,parada532,-7.104111953531875,-34.836408139158458
533,parada533,-7.103549838775133,-34.835286105676417
534,parada534,-7.101895074423568,-34.831376244369508
535,parada535,-7.104174952762584,-34.831635375383392
536,parada536,-7.103926031221296,-34.829916681993772
537,parada537,-7.106223615351017,-34.827913482038980
538,parada538,-7.108521997599841,-34.827672727241783
539,parada539,-7.108584598993250,-34.825161573462651
540,parada540,-7.110649790021578,-34.823184627793879
541,parada541,-7.111516828333430,-34.825105065139823
542,parada542,-7.112663215991651,-34.825623899349878
543,parada543,-7.111443843508805,-34.829029838893689
544,parada544,-7.110950363757627,-34.830776636262229
545,parada545,-7.112531261229297,-34.832295916659270
546,parada546,-7.112115021371999,-34.832453132872701
547,parada547,-7.110306137065724,-34.835078595918702
548,parada548,-7.109289372947100,-34.832313325022163
549,parada549,-7.108128098289454,-34.831741153058452
550,parada550,-7.107430921173434,-34.834098864713290
551,parada551,-7.106269768887742,-34.833496432890200
552,parada552,-7.108876450408511,-34.837357553477872
553,parada553,-7.108805484164602,-34.837529788971267
554,parada554,-7.107122695580645,-34.839415821991032
555,parada555,-7.107077232562775,-34.839327172880800
556,parada556,-7.105668236653537,-34.840317830379831
557,parada557,-7.105592881496674,-34.840264575995569
558,parada558,-7.113835578292614,-34.829229653130781
559,parada559,-7.114303692728641,-34.825501895176657
560,parada560,-7.117029207094663,-34.826125447195579
561,parada561,-7.116444447146169,-34.824942967260426
562,parada562,-7.120711029973679,-34.825693660860757
563,parada563,-7.121866437542653,-34.823973350072762
564,parada564,-7.123483075450430,-34.826014804847652
565,parada565,-7.124179056013214,-34.823906838935073
566,parada566,-7.125410305311670,-34.825946780189057
567,parada567,-7.128245641259488,-34.825549476709568
568,parada568,-7.127150680728906,-34.823441972265172
569,parada569,-7.129882255772269,-34.822529795837767
570,parada570,-7.132167364929254,-34.823369830100582
571,parada571,-7.132110271144526,-34.821705989207643
572,parada572,-7.134965248701175,-34.821761465837533
573,parada573,-7.134211856379546,-34.820716072043687
574,parada574,-7.136332868012840,-34.819415620039138
575,parada575,-7.137615076596582,-34.820033495520242
576,parada576,-7.138836336204351,-34.828420953426402
